B,G,R,class
170,185,231,anomaly
71,76,31,normal
3,2,0,normal
154,160,119,normal
103,102,46,normal
132,133,99,normal
36,35,9,normal
145,143,89,normal
6,4,4,normal
140,143,94,normal
184,185,143,normal
141,168,218,anomaly
180,178,137,normal
118,155,217,anomaly
80,112,177,anomaly
133,159,226,anomaly
181,180,130,normal
182,178,137,normal
59,58,24,normal
58,45,207,normal
193,192,154,normal
56,62,27,normal
15,14,0,normal
44,47,45,normal
95,90,75,normal
158,159,119,normal
177,174,129,normal
141,183,230,anomaly
61,118,180,anomaly
225,210,84,normal
52,57,18,normal
106,93,117,normal
60,57,13,normal
0,0,255,normal
175,172,127,normal
191,191,145,normal
119,121,175,anomaly
178,175,131,normal
182,178,137,normal
1,86,242,normal
49,93,140,anomaly
187,175,133,normal
0,180,2,normal
70,77,40,normal
60,121,185,anomaly
140,177,221,anomaly
179,177,129,normal
120,155,211,anomaly
166,166,118,normal
131,131,131,normal
151,189,253,anomaly
142,141,85,normal
161,197,255,anomaly
56,58,22,normal
35,36,10,normal
180,196,239,anomaly
128,128,128,normal
180,177,133,normal
178,175,131,normal
6,1,10,normal
179,176,131,normal
118,149,224,anomaly
179,176,132,normal
35,36,26,normal
143,142,91,normal
178,176,128,normal
171,170,120,normal
168,169,127,normal
39,39,187,normal
53,54,20,normal
53,58,19,normal
46,51,30,normal
178,175,130,normal
133,133,85,normal
179,176,131,normal
182,183,141,normal
56,99,148,anomaly
133,154,229,anomaly
178,175,131,normal
199,197,162,normal
172,171,121,normal
178,175,131,normal
186,186,140,normal
167,163,114,normal
157,163,122,normal
124,128,92,normal
132,141,98,normal
153,156,111,normal
178,178,132,normal
165,161,112,normal
36,109,83,normal
187,187,147,normal
43,47,12,normal
90,87,43,normal
86,54,213,normal
12,16,11,normal
126,129,80,normal
163,178,227,anomaly
176,174,126,normal
16,7,188,normal
183,181,133,normal
113,116,171,anomaly
62,67,22,normal
180,180,132,normal
84,93,131,anomaly
129,131,89,normal
122,122,62,normal
131,87,182,normal
237,197,162,normal
125,172,39,normal
171,170,119,normal
0,0,255,normal
167,163,114,normal
50,71,133,anomaly
62,108,166,anomaly
164,162,108,normal
55,60,21,normal
151,150,94,normal
144,96,216,normal
188,189,147,normal
201,199,164,normal
111,219,243,normal
2,2,2,normal
162,176,225,anomaly
109,211,206,normal
139,168,235,anomaly
175,173,125,normal
81,87,130,anomaly
52,46,241,normal
34,34,4,normal
158,162,126,normal
35,34,8,normal
108,84,232,normal
32,33,7,normal
9,8,4,normal
91,69,248,normal
202,201,163,normal
148,157,225,anomaly
65,51,22,normal
142,168,234,anomaly
176,174,126,normal
148,164,217,anomaly
139,181,240,anomaly
246,237,233,normal
201,198,160,normal
183,181,133,normal
106,134,211,anomaly
177,174,129,normal
1,1,1,normal
49,53,17,normal
171,170,120,normal
91,30,16,normal
165,164,114,normal
5,5,171,normal
69,71,25,normal
255,128,0,normal
165,181,228,anomaly
69,70,30,normal
174,173,122,normal
255,255,255,normal
132,151,232,anomaly
140,140,86,normal
167,181,233,anomaly
185,183,135,normal
198,198,158,normal
179,176,132,normal
189,192,197,normal
46,99,156,anomaly
35,33,25,normal
51,96,153,anomaly
175,175,129,normal
180,179,128,normal
177,175,127,normal
184,183,139,normal
131,131,131,normal
16,13,0,normal
204,205,166,normal
138,140,88,normal
218,209,200,normal
178,176,128,normal
130,131,91,normal
115,119,67,normal
29,26,11,normal
81,79,45,normal
140,139,88,normal
150,189,251,anomaly
32,176,27,normal
179,179,131,normal
167,165,117,normal
150,137,81,normal
181,178,134,normal
197,197,157,normal
201,199,164,normal
178,175,131,normal
186,187,143,normal
25,21,0,normal
95,68,12,normal
93,122,191,anomaly
99,103,156,anomaly
178,175,131,normal
178,179,135,normal
55,156,58,normal
79,83,31,normal
140,140,94,normal
55,103,151,anomaly
197,197,157,normal
171,167,119,normal
164,163,113,normal
194,192,151,normal
170,187,243,anomaly
196,195,157,normal
140,138,84,normal
107,219,237,normal
2,1,0,normal
56,57,18,normal
165,161,112,normal
169,182,234,anomaly
3,0,2,normal
253,234,231,normal
18,14,3,normal
68,69,25,normal
55,55,25,normal
136,138,92,normal
163,165,119,normal
171,141,100,normal
14,8,187,normal
44,44,32,normal
142,164,229,anomaly
65,64,26,normal
54,54,14,normal
180,177,132,normal
225,210,87,normal
26,26,2,normal
0,0,164,normal
172,171,121,normal
72,116,129,normal
199,197,162,normal
182,179,135,normal
115,114,56,normal
196,178,167,normal
178,176,128,normal
179,177,129,normal
200,200,170,normal
151,150,94,normal
180,180,134,normal
81,53,212,normal
177,174,129,normal
205,204,170,normal
181,182,140,normal
112,214,209,normal
179,177,129,normal
144,140,91,normal
159,162,123,normal
198,142,195,normal
146,185,247,anomaly
130,131,187,anomaly
113,151,205,anomaly
81,128,210,anomaly
201,211,251,anomaly
121,158,214,anomaly
0,139,106,normal
52,56,21,normal
16,7,188,normal
187,187,141,normal
154,153,97,normal
15,15,0,normal
134,137,92,normal
158,193,255,anomaly
2,2,0,normal
35,95,147,anomaly
157,194,255,anomaly
170,186,232,anomaly
255,251,182,normal
255,0,255,normal
177,174,129,normal
136,161,225,anomaly
190,189,145,normal
151,189,253,anomaly
191,189,148,normal
101,109,72,normal
45,46,12,normal
2,1,0,normal
1,186,0,normal
74,84,124,anomaly
38,0,144,normal
183,182,138,normal
18,15,0,normal
233,243,250,normal
14,11,6,normal
152,142,95,normal
199,199,159,normal
183,181,133,normal
180,179,135,normal
181,178,134,normal
58,60,24,normal
119,151,217,anomaly
178,173,128,normal
44,164,83,normal
180,178,130,normal
230,160,93,normal
165,163,115,normal
140,139,88,normal
140,143,94,normal
43,47,12,normal
178,175,131,normal
183,182,144,normal
1,155,184,normal
117,149,215,anomaly
162,160,112,normal
199,197,162,normal
164,160,112,normal
201,200,162,normal
148,186,250,anomaly
239,201,166,normal
60,114,174,anomaly
125,126,87,normal
144,171,235,anomaly
79,83,34,normal
136,133,78,normal
167,163,114,normal
80,32,252,normal
119,122,72,normal
64,66,24,normal
199,197,162,normal
150,153,107,normal
126,128,92,normal
115,111,93,normal
177,175,127,normal
66,68,22,normal
76,79,30,normal
205,214,255,anomaly
198,198,158,normal
11,11,5,normal
152,190,254,anomaly
52,53,19,normal
119,135,188,anomaly
62,61,23,normal
70,72,26,normal
205,203,169,normal
53,56,24,normal
80,78,24,normal
136,75,95,normal
200,198,163,normal
180,177,132,normal
6,2,1,normal
135,132,248,normal
232,214,215,normal
145,143,89,normal
204,212,252,anomaly
165,164,114,normal
138,139,89,normal
66,69,24,normal
173,174,130,normal
52,69,126,anomaly
195,194,156,normal
201,200,162,normal
105,147,214,anomaly
128,128,128,normal
107,105,51,normal
157,161,125,normal
181,178,133,normal
164,164,116,normal
162,176,228,anomaly
119,147,201,anomaly
95,143,225,anomaly
201,199,164,normal
161,163,121,normal
231,162,99,normal
100,95,156,normal
129,129,81,normal
138,139,89,normal
58,58,18,normal
171,170,119,normal
180,178,137,normal
26,118,17,normal
144,186,253,anomaly
181,181,133,normal
175,175,129,normal
65,69,28,normal
129,160,229,anomaly
248,250,250,normal
172,173,131,normal
195,192,154,normal
5,0,2,normal
144,147,102,normal
198,195,164,normal
147,170,226,anomaly
192,191,147,normal
81,117,187,anomaly
93,92,71,normal
171,170,120,normal
170,184,237,anomaly
45,43,42,normal
169,184,230,anomaly
76,48,208,normal
47,107,161,anomaly
15,16,7,normal
171,170,120,normal
34,33,7,normal
140,134,97,normal
157,192,248,anomaly
122,161,213,anomaly
128,131,85,normal
168,169,135,normal
179,180,138,normal
180,178,130,normal
35,34,8,normal
0,1,160,normal
67,68,24,normal
144,167,229,anomaly
65,123,188,anomaly
121,159,213,anomaly
171,171,159,normal
179,176,131,normal
55,56,24,normal
54,55,21,normal
178,175,131,normal
187,186,142,normal
232,215,88,normal
55,54,26,normal
7,6,0,normal
19,48,23,normal
178,175,131,normal
50,16,56,normal
118,158,210,anomaly
149,147,93,normal
49,56,19,normal
68,119,175,anomaly
147,187,252,anomaly
59,118,174,anomaly
151,152,102,normal
119,161,214,anomaly
10,8,0,normal
129,89,190,normal
138,140,88,normal
126,125,67,normal
132,173,222,anomaly
41,41,11,normal
255,255,251,normal
167,164,120,normal
180,175,130,normal
117,116,58,normal
150,152,100,normal
70,127,196,anomaly
32,33,7,normal
178,178,132,normal
60,64,23,normal
241,232,228,normal
255,0,128,normal
182,179,135,normal
92,90,36,normal
165,161,112,normal
97,217,216,normal
155,157,111,normal
157,166,115,normal
198,196,162,normal
179,174,129,normal
148,151,102,normal
133,169,223,anomaly
178,175,130,normal
188,186,146,normal
132,134,75,normal
201,200,162,normal
167,166,115,normal
141,144,95,normal
20,18,7,normal
179,176,132,normal
55,56,24,normal
41,115,89,normal
170,184,233,anomaly
221,205,193,normal
136,139,90,normal
19,20,10,normal
181,181,133,normal
119,118,60,normal
202,201,163,normal
126,159,228,anomaly
54,54,18,normal
51,55,19,normal
78,74,25,normal
201,211,251,anomaly
136,139,90,normal
21,21,5,normal
186,185,141,normal
68,124,179,anomaly
129,161,227,anomaly
106,105,54,normal
25,74,60,normal
198,198,158,normal
101,100,66,normal
53,57,22,normal
124,126,180,anomaly
177,174,129,normal
173,170,125,normal
42,39,11,normal
55,58,19,normal
160,163,124,normal
68,70,24,normal
172,171,121,normal
5,5,0,normal
64,21,242,normal
157,160,115,normal
53,56,24,normal
69,71,25,normal
132,173,222,anomaly
158,82,146,normal
123,122,64,normal
176,174,126,normal
176,191,240,anomaly
66,126,185,anomaly
170,186,228,anomaly
62,63,21,normal
170,169,119,normal
55,102,153,anomaly
147,146,90,normal
168,166,112,normal
149,153,117,normal
61,121,191,anomaly
179,177,129,normal
146,187,250,anomaly
255,128,0,normal
179,178,134,normal
91,45,28,normal
68,69,27,normal
77,78,38,normal
57,62,23,normal
160,160,114,normal
96,147,220,anomaly
34,33,7,normal
37,0,146,normal
17,17,11,normal
69,69,33,normal
177,176,126,normal
151,185,221,anomaly
118,117,59,normal
124,158,217,anomaly
180,177,132,normal
197,197,157,normal
78,81,32,normal
23,52,29,normal
178,178,130,normal
6,7,0,normal
164,162,114,normal
25,46,24,normal
171,171,159,normal
63,67,25,normal
197,195,161,normal
14,5,185,normal
174,171,120,normal
199,199,159,normal
165,164,114,normal
40,105,255,normal
156,160,119,normal
180,181,139,normal
65,68,46,normal
48,46,35,normal
128,158,223,anomaly
164,164,116,normal
139,140,90,normal
180,180,132,normal
133,164,233,anomaly
48,128,127,normal
136,139,90,normal
178,175,131,normal
255,128,0,normal
155,172,223,anomaly
159,158,108,normal
236,193,160,normal
172,172,126,normal
99,152,225,anomaly
98,99,55,normal
184,180,122,normal
109,108,64,normal
111,168,229,anomaly
98,29,19,normal
66,120,175,anomaly
107,153,224,anomaly
181,175,138,normal
148,93,216,normal
135,134,78,normal
169,185,238,anomaly
155,157,111,normal
0,3,182,normal
79,82,32,normal
194,193,155,normal
1,2,0,normal
157,194,255,anomaly
182,180,132,normal
145,141,92,normal
66,67,23,normal
121,153,212,anomaly
121,168,220,anomaly
112,89,74,normal
63,68,23,normal
169,183,236,anomaly
53,55,19,normal
199,198,160,normal
144,184,249,anomaly
132,166,219,anomaly
56,57,23,normal
86,103,154,anomaly
144,164,229,anomaly
97,148,221,anomaly
7,8,0,normal
52,54,18,normal
107,105,57,normal
15,14,0,normal
65,60,199,normal
248,250,250,normal
56,58,22,normal
54,109,170,anomaly
199,197,163,normal
163,166,120,normal
178,175,130,normal
178,175,130,normal
182,181,137,normal
56,73,136,anomaly
173,172,122,normal
175,162,116,normal
181,178,133,normal
164,160,112,normal
196,195,161,normal
87,135,213,anomaly
90,139,219,anomaly
21,22,2,normal
162,160,112,normal
53,54,20,normal
179,178,134,normal
55,117,181,anomaly
56,117,181,anomaly
171,169,121,normal
61,65,24,normal
125,167,220,anomaly
154,177,233,anomaly
48,50,30,normal
180,178,137,normal
144,144,84,normal
100,101,45,normal
51,55,19,normal
165,164,114,normal
127,167,220,anomaly
83,89,126,anomaly
201,200,162,normal
73,92,129,anomaly
182,179,134,normal
34,69,42,normal
72,71,27,normal
102,53,139,normal
103,152,222,anomaly
107,109,63,normal
139,141,89,normal
135,165,230,anomaly
54,53,25,normal
143,143,89,normal
55,56,22,normal
124,157,226,anomaly
16,48,24,normal
50,121,105,normal
159,162,123,normal
121,156,222,anomaly
64,65,26,normal
133,135,93,normal
51,53,17,normal
125,120,75,normal
157,160,128,normal
200,209,252,anomaly
146,148,96,normal
196,194,159,normal
74,86,122,anomaly
173,172,122,normal
183,180,136,normal
81,84,34,normal
82,51,204,normal
154,185,124,normal
53,108,165,anomaly
125,165,218,anomaly
166,165,121,normal
178,192,244,anomaly
24,23,13,normal
165,165,117,normal
131,132,188,anomaly
0,180,5,normal
155,158,119,normal
112,150,214,anomaly
105,142,210,anomaly
180,177,132,normal
67,68,24,normal
59,119,179,anomaly
57,58,18,normal
167,163,114,normal
139,138,87,normal
76,135,205,anomaly
136,139,90,normal
89,56,160,normal
156,95,217,normal
135,133,98,normal
137,139,93,normal
4,0,72,normal
123,160,228,anomaly
2,2,0,normal
200,198,163,normal
163,165,129,normal
65,67,25,normal
138,166,231,anomaly
201,200,162,normal
175,172,127,normal
2,0,0,normal
132,130,89,normal
78,33,250,normal
143,144,94,normal
110,159,221,anomaly
199,197,162,normal
151,189,253,anomaly
180,179,135,normal
162,166,131,normal
51,44,235,normal
108,142,201,anomaly
84,90,131,anomaly
50,51,11,normal
201,199,164,normal
178,176,128,normal
196,112,166,normal
24,18,0,normal
136,139,90,normal
176,173,128,normal
6,0,1,normal
83,84,28,normal
181,181,133,normal
157,160,115,normal
121,223,218,normal
178,175,131,normal
118,117,59,normal
103,126,182,anomaly
27,117,252,normal
79,91,131,anomaly
212,194,187,normal
55,56,22,normal
132,135,96,normal
184,183,139,normal
140,139,88,normal
170,169,119,normal
177,177,131,normal
164,163,113,normal
130,131,187,anomaly
134,176,241,anomaly
6,4,0,normal
54,72,125,anomaly
56,60,24,normal
130,157,224,anomaly
83,82,68,normal
85,129,123,normal
181,176,131,normal
195,193,152,normal
199,197,162,normal
2,0,0,normal
202,200,165,normal
141,177,225,anomaly
174,175,149,normal
172,168,119,normal
17,16,2,normal
128,128,128,normal
6,2,1,normal
180,177,132,normal
248,250,250,normal
179,180,138,normal
53,110,172,anomaly
32,33,7,normal
197,195,160,normal
64,65,23,normal
157,161,125,normal
130,138,91,normal
3,1,0,normal
178,175,131,normal
127,127,127,normal
77,85,125,anomaly
56,90,79,normal
159,161,125,normal
90,88,34,normal
17,46,107,normal
121,155,91,normal
154,175,23,normal
135,163,228,anomaly
178,178,132,normal
15,15,1,normal
11,8,4,normal
178,174,133,normal
198,198,158,normal
185,185,139,normal
78,117,191,anomaly
116,115,57,normal
142,175,224,anomaly
144,171,238,anomaly
134,137,88,normal
195,193,152,normal
204,202,168,normal
156,157,107,normal
123,126,181,anomaly
79,85,128,anomaly
39,37,37,normal
140,139,81,normal
175,180,135,normal
6,2,7,normal
166,165,115,normal
201,200,162,normal
173,188,234,anomaly
66,98,151,anomaly
164,178,107,normal
199,197,162,normal
180,180,134,normal
126,128,182,anomaly
198,198,158,normal
31,32,6,normal
9,8,0,normal
131,135,94,normal
106,104,50,normal
178,175,130,normal
169,165,116,normal
56,61,22,normal
200,198,163,normal
137,140,84,normal
176,174,126,normal
32,33,7,normal
134,138,86,normal
39,166,91,normal
172,185,237,anomaly
89,90,51,normal
111,150,212,anomaly
49,117,184,anomaly
145,146,96,normal
110,159,227,anomaly
49,50,10,normal
113,134,189,anomaly
163,162,112,normal
148,146,92,normal
121,123,177,anomaly
100,131,192,anomaly
156,159,114,normal
85,52,213,normal
169,172,126,normal
1,20,155,normal
123,125,179,anomaly
34,33,7,normal
61,63,27,normal
91,144,224,anomaly
131,79,96,normal
167,168,229,anomaly
37,28,18,normal
200,142,90,normal
51,57,16,normal
72,113,192,anomaly
117,134,107,normal
84,93,131,anomaly
176,191,237,anomaly
59,113,176,anomaly
177,173,132,normal
56,56,56,normal
59,57,16,normal
104,152,224,anomaly
177,177,131,normal
48,102,157,anomaly
70,70,24,normal
169,167,119,normal
60,60,44,normal
136,139,90,normal
96,93,149,normal
100,202,197,normal
84,111,178,anomaly
160,158,128,normal
162,165,126,normal
163,162,112,normal
117,159,212,anomaly
121,124,179,anomaly
169,172,157,normal
53,51,11,normal
122,160,214,anomaly
163,166,127,normal
29,28,8,normal
133,137,102,normal
141,185,249,anomaly
68,24,245,normal
74,83,126,anomaly
19,22,7,normal
65,65,65,normal
117,149,220,anomaly
163,162,112,normal
178,175,124,normal
179,177,129,normal
142,145,99,normal
52,45,6,normal
172,182,242,anomaly
175,172,127,normal
54,76,212,normal
181,178,134,normal
76,78,36,normal
156,152,111,normal
78,81,35,normal
0,131,252,normal
70,29,27,normal
168,162,121,normal
91,140,216,anomaly
175,173,125,normal
97,152,225,anomaly
81,90,128,anomaly
65,69,28,normal
132,135,96,normal
51,99,157,anomaly
198,212,218,normal
46,97,160,anomaly
16,17,8,normal
180,180,120,normal
46,48,12,normal
181,177,129,normal
185,183,143,normal
150,152,100,normal
182,179,134,normal
0,141,108,normal
68,108,161,anomaly
64,125,191,anomaly
58,59,19,normal
174,145,94,normal
199,197,163,normal
154,160,119,normal
178,179,135,normal
82,82,34,normal
27,28,26,normal
15,14,0,normal
143,169,229,anomaly
143,145,93,normal
140,176,224,anomaly
79,85,132,anomaly
185,184,140,normal
65,124,186,anomaly
195,193,159,normal
168,168,122,normal
164,167,118,normal
176,174,126,normal
179,176,132,normal
15,16,0,normal
205,215,255,anomaly
51,126,200,anomaly
51,106,163,anomaly
186,185,141,normal
27,158,61,normal
178,175,130,normal
3,1,1,normal
54,55,21,normal
6,5,1,normal
178,178,132,normal
179,180,138,normal
59,60,40,normal
57,104,158,anomaly
245,191,184,normal
128,131,85,normal
180,182,136,normal
8,6,0,normal
182,180,132,normal
175,172,127,normal
101,94,155,normal
200,196,161,normal
31,32,6,normal
147,186,254,anomaly
178,178,132,normal
63,66,27,normal
0,255,255,normal
170,182,236,anomaly
178,175,131,normal
206,204,164,normal
53,55,25,normal
85,117,183,anomaly
183,179,138,normal
101,150,220,anomaly
59,120,184,anomaly
182,179,135,normal
0,126,4,normal
39,40,30,normal
112,147,213,anomaly
121,151,222,anomaly
165,162,117,normal
58,98,150,anomaly
133,136,97,normal
63,65,23,normal
190,189,145,normal
200,209,252,anomaly
197,196,158,normal
66,67,23,normal
100,102,50,normal
139,140,90,normal
183,180,136,normal
114,184,113,normal
104,153,227,anomaly
171,170,119,normal
129,131,185,anomaly
61,61,45,normal
185,183,135,normal
139,140,90,normal
198,198,158,normal
176,172,123,normal
28,0,0,normal
62,62,62,normal
179,176,131,normal
156,158,112,normal
43,44,10,normal
